ds,yhat,yhat_lower,yhat_upper
2026-04-20,4.886794481315043,2.1576272409504558,7.5432552325487245
2026-04-27,4.881140434632213,2.139295741257574,7.653468236110589
2026-05-04,4.915633866828055,2.1376141484037046,7.779376858263434
2026-05-11,4.850556081302841,2.141111709821996,7.694370061268946
2026-05-18,4.605791071674568,1.85503372486015,7.165456376580818
2026-05-25,4.344458467199508,1.6774036889999164,7.0322583760451405
2026-06-01,4.336883458043541,1.6850256370368315,7.200134452000467
2026-06-08,4.6495472242907985,2.0739038316496354,7.199089366580454
2026-06-15,5.0234202226545435,2.292994963001688,7.770865115033884
2026-06-22,5.09599180668547,2.4832537885178385,8.074698500277007
2026-06-29,4.740541829210161,2.0406760660282526,7.450390607567033
2026-07-06,4.180331734551212,1.561685379835224,6.900037357259612
2026-07-13,3.787727914550085,0.9521824479712486,6.589655544806101
2026-07-20,3.7894187678380646,0.9426546675031595,6.429239832936672
2026-07-27,4.141035489760805,1.4341720734099257,7.022321159360273
2026-08-03,4.621223887135537,2.033678184442431,7.211106037320892
2026-08-10,5.001560066274401,2.361078808795192,7.89417205759833
2026-08-17,5.1544790066019,2.4736057573603762,7.95211839051769
2026-08-24,5.079900851056818,2.3202604659997994,7.5401024527879805
2026-08-31,4.887349122269988,2.146319254526574,7.590271272939831
2026-09-07,4.7389214945975064,2.0921971468356815,7.495993096914401
2026-09-14,4.749751627776345,1.883958178682764,7.398498469051284
2026-09-21,4.901704989730971,2.3404178050289257,7.679178682929247
2026-09-28,5.057002238817302,2.4319441623433153,7.713045082328452
2026-10-05,5.077720668029718,2.3110515401671057,7.671658089139585
2026-10-12,4.941374220486792,2.4973596552436903,7.579975292571797
2026-10-19,4.742340827829623,1.8783693431778155,7.411276893059933
2026-10-26,4.596915784529122,1.9554513986053532,7.502365638622531
2026-11-02,4.56767128254865,1.9404142868936904,7.125948952582041
2026-11-09,4.667979384527511,2.099549763468695,7.25268659485574
2026-11-16,4.884824966421336,2.0826419955099915,7.720586921301085
2026-11-23,5.1477750734804735,2.524967141677685,7.803029103881772
2026-11-30,5.293351990264996,2.8552078677080655,7.956176626556597
2026-12-07,5.140918362530497,2.3846109432618237,7.869683836842522
2026-12-14,4.672277949506118,1.8596252876224213,7.503172226086118
2026-12-21,4.126464660360887,1.493936112592745,6.840028470746046
2026-12-28,3.8465851470345642,1.2363752836167998,6.361324990214268
2027-01-04,3.9809104520653484,1.2753165643520061,6.868403666066112
2027-01-11,4.348064329100548,1.6278070621146297,6.790484564365833
2027-01-18,4.637674362856062,2.0751515521391215,7.482264025782566
2027-01-25,4.743740052316258,2.142467741822253,7.447321055671746
2027-02-01,4.850488081215676,2.325397781784571,7.623346141103018
2027-02-08,5.1553462312232154,2.592406741353992,7.69347288894869
2027-02-15,5.545311356705209,3.0093313796265604,8.164926212664414
2027-02-22,5.6309132289850385,2.824428743002708,8.195639755973264
2027-03-01,5.148507680979311,2.5400094949248455,7.895844124231478
2027-03-08,4.300767781747343,1.5313157688663142,6.970493231611029
2027-03-15,3.637225814958,0.7539005422895401,6.184947154561743
2027-03-22,3.5699908390415733,1.0546046466660743,6.27023207306881
2027-03-29,4.022486635189337,1.4049747079031416,6.7078486234431365
2027-04-05,4.5623989870157775,1.8487896121853296,7.274143086747996
2027-04-12,4.843267292322457,2.1208663433114845,7.468961268064565
2027-04-19,4.871350514652229,1.9608352271203167,7.535548360651616
2027-04-26,4.856677614645069,2.093149204820524,7.463395973867542
2027-05-03,4.891012650431321,2.1545509446172173,7.497635881495801
2027-05-10,4.855332519962237,2.1379821125917564,7.4495608278009975
2027-05-17,4.638790591522988,1.9816955043891293,7.462116387479866
2027-05-24,4.360814332320459,1.4861159365371321,7.05881358999321
2027-05-31,4.293880029767526,1.3132383775340795,6.933870925837895
2027-06-07,4.558996988569317,1.685891324891143,7.214155527832939
2027-06-14,4.948703025415227,2.2171413138679714,7.803497765155591
2027-06-21,5.094034706021347,2.2485871865180256,7.767986527339312
2027-06-28,4.80878612781189,2.006137844334004,7.358042582520041
2027-07-05,4.260261598236176,1.581057407320357,6.956476090325561
2027-07-12,3.815710710589584,1.2521615736313534,6.423251257439745
2027-07-19,3.7429768365797176,1.090109242575042,6.452687977400084
2027-07-26,4.044253422782319,1.4799157055227716,6.658399148060505
2027-08-02,4.517985280521471,1.6989431227779308,6.816930961444285
2027-08-09,4.927383836661818,2.3422124464949343,7.6104079353781
2027-08-16,5.123701857401281,2.3067817416451906,7.950971442471406
2027-08-23,5.084561373613316,2.544138920400713,7.898330626538647
2027-08-30,4.902356953046213,2.2011850268424453,7.914851383026844
2027-09-06,4.735497239280254,2.1803717474947315,7.488993470102668
2027-09-13,4.714893491532404,2.089845133648165,7.260611521476813
2027-09-20,4.848881846320206,2.1213075197592413,7.615414079160363
2027-09-27,5.014921116674321,2.271067820804989,7.8061451568884594
2027-10-04,5.065248561601519,2.385733445333047,7.671174693747099
2027-10-11,4.952905084405139,2.2396756746727755,7.458537719162937
2027-10-18,4.756576803136165,2.061211605838948,7.437205215385899
2027-10-25,4.595765335458476,1.7183005052980715,7.277430229345342
2027-11-01,4.544077261855759,1.7631885652156534,7.143795642240107
2027-11-08,4.621066115537887,1.8353848215255597,7.320991045895319
2027-11-15,4.818992704345067,2.23691797595963,7.588955225429246
2027-11-22,5.082018263721069,2.3477845381776414,7.746421338475567
2027-11-29,5.262645358725892,2.602349181289018,8.085179947032026
2027-12-06,5.172206481171317,2.5144286537939116,8.103691963573274
2027-12-13,4.75123621821099,2.0719176741737715,7.294636870680521
2027-12-20,4.195573440549929,1.2433031995897779,6.971346914276182
2027-12-27,3.8496193541216868,1.028761134696301,6.571994868620302
